1284408,Alphalogic Indu,/company/543937/
1284358,Innokaiz India,/company/543905/
684,Cochin Minerals,/company/513353/
3747,West Coast Paper,/company/WSTCSTPAPR/consolidated/
739,CG Power & Indu.,/company/CGPOWER/consolidated/
1257,Guj. Themis Bio.,/company/GUJTHEMIS/
589,Castrol India,/company/CASTROLIND/
3587,Vadilal Enterp.,/company/519152/
139,Avonmore Capital,/company/AVONMORE/consolidated/
1284377,Spectrum Talent,/company/SPECTSTM/consolidated/
1274700,I R C T C,/company/IRCTC/
3365,TCS,/company/TCS/consolidated/
1275295,Shantidoot Infra,/company/543598/
2966,Crest Ventures,/company/CREST/consolidated/
1284415,Ahasolar Technol,/company/543941/
1536,Trans India,/company/523752/
1284303,Macfos,/company/543787/
1273128,Panorama Studios,/company/539469/consolidated/
1274846,Knowledge Marine,/company/543273/consolidated/
1275134,Clara Industries,/company/543435/
1688,Accelya Solution,/company/ACCELYA/consolidated/
1269913,Praveg,/company/531637/
1284311,Resgen,/company/543805/
1284371,CFF Fluid,/company/543920/
3316,Swaraj Engines,/company/SWARAJENG/
2256,Nicco Parks,/company/526721/
1267627,Baroda Rayon,/company/BARODARAYN/
3119,Technvision Ven.,/company/501421/consolidated/
1274843,Easy Trip Plann.,/company/EASEMYTRIP/
3807,Zodiac Vent.,/company/503641/consolidated/
1273654,Global Education,/company/GLOBAL/
2979,Shilchar Tech.,/company/531201/
2389,Page Industries,/company/PAGEIND/
1274160,Share India Sec.,/company/SHAREINDIA/consolidated/
1284434,Zeal Global Serv,/company/ZEAL/consolidated/
1275269,Olatech Solution,/company/543578/
1275199,Jeena Sikho,/company/JSLL/
1284433,Vinsys IT Servic,/company/VINSYS/consolidated/
1274200,Pulz Electronics,/company/PULZ/consolidated/
1132,Gillette India,/company/GILLETTE/
187,Andhra Paper,/company/ANDHRAPAP/
1273264,K.P. Energy,/company/539686/
1274182,Indian Energy Ex,/company/IEX/
1120379,Sumuka Agro,/company/532070/
1275224,Prudent Corp.,/company/PRUDENT/consolidated/
211,Apar Inds.,/company/APARINDS/consolidated/
1351,Hindustan Zinc,/company/HINDZINC/
1284381,Bizotic Commer.,/company/543926/
1284370,Infollion Resea.,/company/INFOLLION/
1284366,Crayons Advertis,/company/CRAYONS/
1274613,Axita Cotton,/company/AXITA/
553,Britannia Inds.,/company/BRITANNIA/consolidated/
1274786,Cams Services,/company/CAMS/
825,Diamines & Chem.,/company/500120/
1275390,Radiant Cash,/company/RADIANTCMS/
2709,Refex Industries,/company/REFEX/
1275117,Anand Rathi Wea.,/company/ANANDRATHI/
3366,Tata Elxsi,/company/TATAELXSI/
3354,Tanfac Inds.,/company/TANFACIND/
3425,Timex Group,/company/TIMEXWATCH/
1261468,Abhinav Leasing,/company/538952/
2321,Oil Country,/company/OILCOUNTUB/
2453,Pentokey Organy,/company/524210/
1274772,Suratwwala Busi.,/company/SBGLP/consolidated/
2581,Promact Impex,/company/526494/
1284394,Aatmaj Health,/company/AATMAJ/
3097,SKM Egg Prod.,/company/SKMEGGPROD/consolidated/
1274055,Focus Lighting,/company/FOCUS/consolidated/
3009,Shree Pacetronix,/company/527005/consolidated/
1275374,PNGS Gargi FJ,/company/543709/
1289,Hawkins Cookers,/company/HAWKINCOOK/
2064,P & G Health Ltd,/company/PGHL/
1275357,Archean Chemical,/company/ACI/
636,C P C L,/company/CHENNPETRO/
1275246,SKP Bearing,/company/SKP/
1274147,Sagar Diamonds,/company/540715/
1284368,Hemant Surgical,/company/543916/
2072,MFS Intercorp,/company/513721/
1284457,Redtape,/company/REDTAPE/consolidated/
1253823,Sofcom Systems,/company/538923/
1274890,Clean Science,/company/CLEAN/consolidated/
3668,Vinyl Chemicals,/company/VINYLINDIA/
1273332,NINtec Systems,/company/NINSYS/
1086308,City Online Ser.,/company/538674/
1912,Lords Chloro,/company/LORDSCHLO/
1274790,Angel One,/company/ANGELONE/consolidated/
1268240,Sobhagya Mercant,/company/512014/
2597,Primo Chemicals,/company/PUNALKALI/
1275204,Motherson Wiring,/company/MSUMI/
1258,Guj. Toolroom,/company/513337/
1495,Ingersoll-Rand,/company/INGERRAND/
1436,Yaari Digital,/company/YAARI/consolidated/
2603,PVP Ventures,/company/PVP/consolidated/
1274974,Jainam Ferro,/company/JAINAM/
2014,Marico,/company/MARICO/consolidated/
668,Cityman,/company/521210/
1274791,Atam Valves,/company/ATAM/
1935,Maan Aluminium,/company/MAANALU/
1284473,C P S Shapers,/company/CPS/
469,Hemang Resources,/company/531178/
3193,Steelcast,/company/STEELCAS/
2114,Mold-Tek Technol,/company/MOLDTECH/consolidated/
1275318,Cargotrans Marit,/company/543618/consolidated/
342,Sanofi India,/company/SANOFI/
335,Automotive Stamp,/company/ASAL/
2238,Netlink Solns(I),/company/509040/
28,Abbott India,/company/ABBOTINDIA/
737,CRISIL,/company/CRISIL/consolidated/
1284437,Yudiz Solutions,/company/YUDIZ/
1273676,Sarthak Metals,/company/SMLT/
1274699,Galactico Corpo.,/company/542802/consolidated/
1489,Infosys,/company/INFY/consolidated/
282,Ashoka Buildcon,/company/ASHOKA/consolidated/
1275398,Chaman Metallics,/company/CMNL/
3126,Sonal Adhesives,/company/526901/
28704,Caprolactam Chem,/company/507486/
2457,Permanent Magnet,/company/PERMAGNET/
3374,Tata Tele. Mah.,/company/TTML/
1274134,KCD Industries,/company/540696/
889,EID Parry,/company/EIDPARRY/consolidated/
1552,ITC,/company/ITC/consolidated/
1275168,Vedant Fashions,/company/MANYAVAR/consolidated/
3127,Sonata Software,/company/SONATSOFTW/consolidated/
1275203,Sunrise Efficie.,/company/543515/
380,Balaji Amines,/company/BALAMINES/consolidated/
3333,Syschem (India),/company/531173/
3413,Expleo Solutions,/company/EXPLEOSOL/consolidated/
1273133,Balaxi Pharma,/company/BALAXI/consolidated/
1274175,Beta Drugs Ltd,/company/BETA/consolidated/
1274688,Seacoast Ship.,/company/542753/
715,Coromandel Inter,/company/COROMANDEL/consolidated/
1274794,Mazagon Dock,/company/MAZDOCK/
652,Cigniti Tech.,/company/CIGNITITEC/consolidated/
3711,VST Industries,/company/VSTIND/
1275333,Tips Films,/company/TIPSFILMS/
3159,TGV Sraac,/company/SREERAYALK/
1274642,MSTC,/company/MSTCLTD/consolidated/
3355,Tanla Platforms,/company/TANLA/consolidated/
413316,Sharda Motor,/company/SHARDAMOTR/
1274409,Add-Shop E-Reta.,/company/541865/
1273482,M B Agro Prod.,/company/MBAPL/
1273442,LTIMindtree,/company/LTIM/consolidated/
536263,Tiger Logistics,/company/536264/
2992,Shivalik Bimetal,/company/SBCL/
1274187,Tube Investments,/company/TIINDIA/consolidated/
1275393,Anlon Tech,/company/ANLON/
2832,Safari Inds.,/company/SAFARI/consolidated/
3281,Supreme Petroch.,/company/SPLPETRO/
143861,Crestchem,/company/526269/
1313,High Energy Bat.,/company/504176/
3357,Taparia Tools,/company/505685/
1021,Fineotex Chem,/company/FCL/consolidated/
1275368,Uniparts India,/company/UNIPARTS/
48530,Jupiter Info.,/company/534623/consolidated/
1273408,TAAL Enterprises,/company/539956/consolidated/
340,Avantel,/company/532406/
2594,Evantra Ventures,/company/512099/
1274213,ICE Make Refrig.,/company/ICEMAKE/consolidated/
1284399,Magson Retail,/company/MAGSON/consolidated/
1284339,Infinium Pharma,/company/INFINIUM/consolidated/
1270508,Vistar Amar,/company/538565/
2945,Seshasayee Paper,/company/SESHAPAPER/consolidated/
864,Dynacons Sys.,/company/DSSL/
880,eClerx Services,/company/ECLERX/consolidated/
1143,Glaxosmi. Pharma,/company/GLAXO/consolidated/
1274798,Likhitha Infra.,/company/LIKHITHA/
3115,Solar Industries,/company/SOLARINDS/consolidated/
1086,Gandhi Spl. Tube,/company/GANDHITUBE/
1273472,BIGBLOC Const.,/company/BIGBLOC/consolidated/
1274983,Bombay Metrics,/company/BMETRICS/
1284379,Cosmic CRF,/company/543928/
1128,GHCL,/company/GHCL/consolidated/
1284420,Service Care Ltd,/company/SERVICE/
1273290,Vantage Knowledg,/company/539761/
295,Asian Paints,/company/ASIANPAINT/consolidated/
2344,Oracle Fin.Serv.,/company/OFSS/consolidated/
222,Aptech,/company/APTECHT/consolidated/
1255,Guj.St.Petronet,/company/GSPL/consolidated/
1931,M K Exim India,/company/538890/consolidated/
1284443,Srivari Spices &,/company/SSFL/
2395,Panama Petrochem,/company/PANAMAPET/consolidated/
2860,Samrat Pharma,/company/530125/
115,Akzo Nobel,/company/AKZOINDIA/
1270791,Imagica. Enter.,/company/IMAGICAA/consolidated/
63890,JTL Industries,/company/JTLIND/
1275322,Silicon Rental,/company/543615/
1284464,Aeroflex,/company/AEROFLEX/
1085,AJR Infra &,/company/AJRINFRA/consolidated/
1274899,Network People,/company/NPST/consolidated/
3096,SKF India,/company/SKFINDIA/
1273249,Best Agrolife,/company/BESTAGRO/consolidated/
1472,Indrapr.Medical,/company/INDRAMEDCO/
1275149,Timescan Logist.,/company/TIMESCAN/
424,Benares Hotels,/company/509438/
1700,Kama Holdings,/company/532468/consolidated/
1273659,RMC Switchgears,/company/540358/
1162867,Goenka Business,/company/538787/
1284467,Vishnu Prakash R,/company/VPRPL/
1273536,Aurangabad Dist.,/company/AURDIS/
1539,ION Exchange,/company/IONEXCHANG/consolidated/
1270813,Aananda Lakshmi,/company/539096/
756,D-Link India,/company/DLINKINDIA/
2283,Nitta Gelatin,/company/KERALACHEM/consolidated/
2140,MPS,/company/MPSLTD/
410,Bayer Crop Sci.,/company/BAYERCROP/
1274990,Kotyark Indust.,/company/KOTYARK/
1274662,Evans Electric,/company/542668/
1273624,Globe Commercial,/company/540266/
1986,Man Infra,/company/MANINFRA/consolidated/
1006,F A C T,/company/FACT/
1284412,Drone Destinatio,/company/DRONE/
2790,RPG LifeScience.,/company/RPGLIFE/
1273224,Credent Global,/company/539598/consolidated/
1274975,Aditya AMC,/company/ABSLAMC/consolidated/
1274739,Suven Pharma,/company/SUVENPHAR/consolidated/
1269458,Last Mile Enter.,/company/526961/
1273505,L&T Technology,/company/LTTS/consolidated/
1273600,TCI Express,/company/TCIEXP/
1272979,Pecos Hotels,/company/539273/
1273377,BLS Internat.,/company/BLS/consolidated/
1275262,DDev Plastiks,/company/543547/
1274395,HDFC AMC,/company/HDFCAMC/
1274924,Prevest Denpro,/company/543363/
1284301,Agarwal Float,/company/AGARWALFT/
2960,Shanthi Gears,/company/SHANTIGEAR/
1202,Gravita India,/company/GRAVITA/consolidated/
1274857,Niks Technology,/company/543282/
2691,Rathi Steel,/company/504903/
2061,Menon Bearings,/company/MENONBE/
1160,Goa Carbon,/company/GOACARBON/
1758,Key Corp,/company/507948/
1274916,Epigral,/company/EPIGRAL/
1274158,D P Wires,/company/DPWIRES/
1274250,Brand Concepts,/company/BCONCEPTS/
3219,Stylam Industrie,/company/STYLAMIND/
1274173,Tirupati Forge,/company/TIRUPATIFL/
1274897,Rolex Rings,/company/ROLEXRINGS/
439,BF Utilities,/company/BFUTILITIE/consolidated/
3770,WPIL,/company/505872/consolidated/
1284490,Shradha Industri,/company/543976/
1284406,Global Pet Indus,/company/GLOBALPET/
2262,Coforge,/company/COFORGE/consolidated/
1273196,Narayana Hrudaya,/company/NH/consolidated/
618,CG-VAK Software,/company/531489/consolidated/
2651,Ram Info,/company/530951/
1284373,Sahana Systems,/company/SAHANA/
1274088,C D S L,/company/CDSL/consolidated/
13,3M India,/company/3MINDIA/consolidated/
1892,Linc,/company/LINC/
1275309,Insolation Ener,/company/543620/consolidated/
1242,G M D C,/company/GMDCLTD/consolidated/
1274840,DRC Systems,/company/DRCSYSTEMS/consolidated/
1269293,Galaxy Bearings,/company/526073/
1273048,Gujarat Gas,/company/GUJGASLTD/consolidated/
2243,Monarch Networth,/company/MONARCH/consolidated/
1236192,Magellanic Cloud,/company/538891/consolidated/
1274900,Gretex Corporate,/company/543324/consolidated/
3028,Shreyans Inds.,/company/SHREYANIND/
1274374,Rites,/company/RITES/consolidated/
2529,Praj Industries,/company/PRAJIND/consolidated/
2598,Punjab Chemicals,/company/PUNJABCHEM/consolidated/
310,Astrazeneca Phar,/company/ASTRAZEN/
1883,Brightcom Group,/company/BCG/consolidated/
1284453,Pyramid Technopl,/company/PYRAMID/
1275349,DAPS Advertising,/company/543651/
334,Automotive Axles,/company/AUTOAXLES/
3529,Uni Abex Alloy,/company/504605/
1274838,Party Cruisers,/company/PARTYCRUS/
376,Bajaj Steel Inds,/company/507944/consolidated/
55704,Guj. Containers,/company/513507/
2612,R Systems Intl.,/company/RSYSTEMS/consolidated/
1284374,IKIO Lighting,/company/IKIO/consolidated/
1274307,Hind.Aeronautics,/company/HAL/
3417,Thomas Scott,/company/THOMASCOTT/
1274654,KPIT Technologi.,/company/KPITTECH/consolidated/
355,B N Rathi Sec.,/company/523019/consolidated/
822,Dhunseri Invest.,/company/DHUNINV/consolidated/
3663,Vinati Organics,/company/VINATIORGA/
2458,Persistent Sys,/company/PERSISTENT/consolidated/
561,Butterfly Gan Ap,/company/BUTTERFLY/
1274728,Sumitomo Chemi.,/company/SUMICHEM/
2287,NMDC,/company/NMDC/consolidated/
3686,Vishnu Chemicals,/company/VISHNU/consolidated/
2924,Duncan Engg.,/company/504908/
100069,Optimus Finance,/company/531254/consolidated/
1270784,AGI Infra,/company/539042/consolidated/
456,Bharat Electron,/company/BEL/consolidated/
1273612,Prolife Indust.,/company/PROLIFE/
3220,Styrenix Perfor.,/company/STYRENIX/
1274896,Glenmark Life,/company/GLS/
1275242,Modi's Navnirman,/company/543539/consolidated/
1275234,Fidel Softech,/company/FIDEL/
1274406,Aaron Industries,/company/AARON/
786,Deepak Nitrite,/company/DEEPAKNTR/consolidated/
776,DE Nora India,/company/DENORA/
3136,S P I C,/company/SPIC/consolidated/
1274369,Priti Internati.,/company/PRITI/
1274705,Gujarat Fluoroch,/company/FLUOROCHEM/consolidated/
1284319,Vertexplus Tech.,/company/VERTEXPLUS/consolidated/
1274114,G-Tec Janix,/company/KEERTI/consolidated/
109489,Adinath Textiles,/company/514113/
1775,Kilburn Engg.,/company/KILBUNENGG/
2914,Saven Tech.,/company/532404/
3517,U P Hotels,/company/509960/
1820,Kothari Petroche,/company/KOTHARIPET/
1275381,KFin Technolog.,/company/KFINTECH/consolidated/
1458,Indo Borax & Ch.,/company/INDOBORAX/consolidated/
1274571,Rajnandini Metal,/company/RAJMET/
1273435,Lloyds Engineeri,/company/LSIL/
728,Cranes Software,/company/CRANESSOFT/consolidated/
1274670,Prakash Pipes,/company/PPL/
990,Schaeffler India,/company/SCHAEFFLER/
1275122,C.E. Info System,/company/MAPMYINDIA/
2138,Mphasis,/company/MPHASIS/consolidated/
3745,Wendt India,/company/WENDT/consolidated/
805,Dhanalaxmi Roto,/company/521216/
1073048,Vasundhara Rasy.,/company/538634/
1275355,Amiable Logistic,/company/AMIABLE/
1634,JK Paper,/company/JKPAPER/consolidated/
3486,Triveni Turbine,/company/TRITURBINE/consolidated/
1274139,Manav Infra,/company/MANAV/
1274785,Advait Infratech,/company/543230/
1274346,E2E Networks,/company/E2E/
1035,Fluidomat,/company/522017/
1273330,Raghav Product.,/company/539837/
1270888,Genomic Valley,/company/539206/
2845,Saksoft,/company/SAKSOFT/consolidated/
3775,XPRO India,/company/XPROINDIA/consolidated/
3779,Pakka,/company/PAKKA/
1297,HCL Technologies,/company/HCLTECH/consolidated/
1284389,Cell Point,/company/CELLPOINT/
1273279,Gokul Agro,/company/GOKULAGRO/consolidated/
3158,Sr.Rayala.Hypo,/company/SRHHYPOLTD/
1275144,CMS Info Systems,/company/CMSINFO/
1274330,Chemfab Alka.,/company/CHEMFAB/
1162,Godawari Power,/company/GPIL/consolidated/
918,Emami,/company/EMAMILTD/consolidated/
823,Dhunseri Vent.,/company/DVL/consolidated/
212,Apcotex Industri,/company/APCOTEXIND/
3426,Timken India,/company/TIMKEN/
1274797,G M Polyplast,/company/543239/
3093,Siyaram Silk,/company/SIYSIL/
132,Alkyl Amines,/company/ALKYLAMINE/
3670,V I P Inds.,/company/VIPIND/consolidated/
1274881,India Pesticides,/company/IPL/
1211,Grindwell Norton,/company/GRINDWELL/consolidated/
1273562,Varun Beverages,/company/VBL/consolidated/
1274057,Dev Information,/company/DEVIT/consolidated/
1043,Foseco India,/company/FOSECOIND/
1948,Madras Fertilize,/company/MADRASFERT/
2555,Prerna Infra.,/company/531802/
1269528,Prabhhans Inds,/company/530361/
2923,Schneider Elect.,/company/SCHNEIDER/
2693,Ratnamani Metals,/company/RATNAMANI/consolidated/
1275409,Earthstahl &All.,/company/543765/
1585,Jamna Auto Inds.,/company/JAMNAAUTO/consolidated/
3436,Titan Biotech,/company/524717/
1272996,A K Spintex,/company/539300/
1284405,Synoptics Techno,/company/SYNOPTICS/consolidated/
1275273,JFL Life,/company/JFLLIFE/
687,Adroit Info.,/company/ADROITINFO/consolidated/
1274783,Happiest Minds,/company/HAPPSTMNDS/
888,Eicher Motors,/company/EICHERMOT/consolidated/
3523,Ugar Sugar Works,/company/UGARSUGAR/
1273327,Lancer Containe.,/company/LANCER/consolidated/
359110,Mukta Agricultur,/company/535204/
1659,Jubilant Inds.,/company/JUBLINDS/consolidated/
1284478,Kahan Packaging,/company/543979/
1273682,Chemcrux Enterp.,/company/540395/consolidated/
1284337,MOS Utility,/company/MOS/
2062,Menon Pistons,/company/531727/consolidated/
1274706,Greenpanel Inds.,/company/GREENPANEL/consolidated/
1431,I T D C,/company/ITDC/consolidated/
2308,Nucleus Soft.,/company/NUCLEUS/consolidated/
1274653,Polycab India,/company/POLYCAB/consolidated/
1284432,Oriana Power Ltd,/company/ORIANA/consolidated/
1274126,Geekay Wires,/company/GEEKAYWIRE/
2647,Rajratan Global,/company/RAJRATAN/consolidated/
612,Century Plyboard,/company/CENTURYPLY/consolidated/
809,Dhanuka Agritech,/company/DHANUKA/consolidated/
214,APL Apollo Tubes,/company/APLAPOLLO/consolidated/
615823,Jindal Poly Inve,/company/JPOLYINVST/consolidated/
472222,Balu Forge,/company/531112/consolidated/
744,Cummins India,/company/CUMMINSIND/
3284,Suraj Products,/company/518075/
2322,Oil India,/company/OIL/consolidated/
3279,Supreme Inds.,/company/SUPREMEIND/consolidated/
1273407,Mahanagar Gas,/company/MGL/
1275384,RBM Infracon,/company/RBMINFRA/
75,Ador Welding,/company/ADORWELD/
2545,Prec. Wires (I),/company/PRECWIRE/
2400,Panch.Organics,/company/PANCHSHEEL/
582,Caplin Point Lab,/company/CAPLIPOINT/consolidated/
852,Dr Reddy's Labs,/company/DRREDDY/consolidated/
1272720,Frog Cellsat,/company/FROG/
1471,Indraprastha Gas,/company/IGL/
1804,KMC Speciality,/company/524520/
447,Bhagwati Auto,/company/504646/
1608,Jenburkt Pharma,/company/524731/
1274188,Nippon Life Ind.,/company/NAM-INDIA/consolidated/
2774,Rolcon Engg. Co.,/company/505807/
1012,Fiem Industries,/company/FIEMIND/consolidated/
1350,Hind. Unilever,/company/HINDUNILVR/consolidated/
1284304,Sealmatic India,/company/543782/
1284424,Yatharth Hospit.,/company/YATHARTH/consolidated/
2461,Petronet LNG,/company/PETRONET/
1274925,Markolines Pavem,/company/543364/
2204,NBCC,/company/NBCC/
745,Cupid,/company/CUPID/
1284466,Sungarner Energ.,/company/SEL/
2788,Royal Orch.Hotel,/company/ROHLTD/consolidated/
517,Blue Dart Expres,/company/BLUEDART/consolidated/
1648,Josts Engg. Co.,/company/505750/consolidated/
1588,Jasch Industries,/company/JASCHIND/consolidated/
785,Deepak Fertiliz.,/company/DEEPAKFERT/consolidated/
1757,Kewal Kir.Cloth.,/company/KKCL/
1284418,Asarfi Hospital,/company/543943/
352,Axtel Industries,/company/523850/
53,Action Const.Eq.,/company/ACE/consolidated/
619,Chamanlal Setia,/company/CLSEL/
369,Bajaj Auto,/company/BAJAJ-AUTO/consolidated/
1284439,Concord Biotech,/company/CONCORDBIO/
2462,Pfizer,/company/PFIZER/
3339,Tai Industries,/company/519483/
1274215,Innovana Think.,/company/INNOVANA/consolidated/
1704,Kamat Hotels,/company/KAMATHOTEL/consolidated/
1275346,Vital Chemtech,/company/VITAL/
1274922,Platinumone Bus.,/company/543352/
2708,Redington,/company/REDINGTON/consolidated/
1249,Gujarat Poly,/company/517288/
393,Banco Products,/company/BANCOINDIA/consolidated/
522,BNR Udyog,/company/530809/
1744,KEI Industries,/company/KEI/
772,DCM,/company/DCM/consolidated/
1273687,Maximus Interna.,/company/540401/consolidated/
614,Cera Sanitary.,/company/CERA/consolidated/
2449,Peninsula Land,/company/PENINLAND/consolidated/
323,Aurionpro Sol.,/company/AURIONPRO/consolidated/
1569,Jagsonpal Pharma,/company/JAGSNPHARM/
1979,Maithan Alloys,/company/MAITHANALL/consolidated/
1274718,DC Infotech,/company/DCI/
1342,Hindustan Hardy,/company/505893/
3588,Vadilal Inds.,/company/VADILALIND/consolidated/
1274130,Shish Industries,/company/540693/
1273302,Wealth First Por,/company/WEALTH/
2028,Master Trust,/company/511768/consolidated/
3248,Sun TV Network,/company/SUNTV/consolidated/
1275344,Technopack Poly.,/company/543656/
1274885,Krishna Institu.,/company/KIMS/consolidated/
2785,Roto Pumps,/company/ROTO/consolidated/
1274291,H.G. Infra Engg.,/company/HGINFRA/consolidated/
1274355,Sirca Paints,/company/SIRCA/
1709,Kandagiri Spinng,/company/KANDAGIRI/
97567,Brady & Morris,/company/505690/
580,Cantabil Retail,/company/CANTABIL/
1275310,Cyber Media Res.,/company/CMRSL/consolidated/
3540,Unique Organics,/company/530997/
1273594,Aditya Vision,/company/540205/
1275371,Arham Tech,/company/ARHAM/
1185,Goodyear India,/company/GOODYEAR/
3437,Titan Company,/company/TITAN/consolidated/
2026,Mastek,/company/MASTEK/consolidated/
101,AIA Engineering,/company/AIAENG/consolidated/
1275316,Trident Lifeline,/company/543616/
3707,Volt.Transform.,/company/VOLTAMP/
1275126,Foce India,/company/FOCE/consolidated/
346,AVT Natural Prod,/company/AVTNPL/consolidated/
2526,Pradeep Metals,/company/513532/consolidated/
1275385,Homesfy Realty,/company/HOMESFY/
138,Allsec Tech.,/company/ALLSEC/consolidated/
903,Elecon Engg.Co,/company/ELECON/consolidated/
1274918,BEW Engg,/company/BEWLTD/
1274053,Creative Newtech,/company/CREATIVE/consolidated/
1275293,Viviana Power,/company/VIVIANA/
1273371,Shriram Pistons,/company/SHRIPISTON/consolidated/
309,Astral,/company/ASTRAL/consolidated/
1091,Ganesh Housing,/company/GANESHHOUC/consolidated/
824238,Haria Apparels,/company/538081/
1274075,PSP Projects,/company/PSPPROJECT/
1378,Kingfa Science,/company/KINGFA/
96,Ahluwalia Contr.,/company/AHLUCONT/consolidated/
1274177,Shree Ganesh Rem,/company/540737/
1274614,KPI Green Energy,/company/KPIGREEN/consolidated/
3659,Vikram Thermo,/company/530477/
1275121,Metro Brands,/company/METROBRAND/consolidated/
775,DCW,/company/DCW/
2478,Pidilite Inds.,/company/PIDILITIND/consolidated/
1284380,HMA Agro Inds.,/company/HMAAGRO/consolidated/
1270807,Filtra Consult.,/company/539098/
1284359,Auro Impex,/company/AUROIMPEX/
519,Blue Star,/company/BLUESTARCO/consolidated/
1827,K P R Mill Ltd,/company/KPRMILL/consolidated/
910,Elgi Equipments,/company/ELGIEQUIP/consolidated/
1421,India Gelatine,/company/531253/
1506,Integra Engg.,/company/505358/
689,Jupiter Wagons,/company/JWL/
3661,Vimta Labs,/company/VIMTALABS/
2916,Savita Oil Tech,/company/SOTL/
850350,Raaj Medisafe,/company/524502/
1131309,PDS,/company/PDSL/consolidated/
1275378,Arihant Academy,/company/ARIHANTACA/
1881,L G Balakrishnan,/company/LGBBROSLTD/consolidated/
1097,Garg Furnace,/company/530615/
1274137,Dixon Technolog.,/company/DIXON/consolidated/
1275218,Rainbow Child.,/company/RAINBOW/consolidated/
500,Bisil Plast,/company/531671/
1953,Magna Electrocas,/company/517449/
2805,Ruchira Papers,/company/RUCHIRA/
1275229,eMudhra,/company/EMUDHRA/consolidated/
2263,Nikhil Adhesives,/company/526159/
1274183,D. P. Abhushan,/company/DPABHUSHAN/
1062,Futuristic Solu,/company/534063/
3364,Tata Comm,/company/TATACOMM/consolidated/
1274251,Newgen Software,/company/NEWGEN/
766,Datamatics Glob.,/company/DATAMATICS/consolidated/
1275167,Maruti Interior,/company/543464/
1274216,Dynamic Cables,/company/DYCL/
1273695,Prime Fresh,/company/540404/
935,Engineers India,/company/ENGINERSIN/consolidated/
429,Berger Paints,/company/BERGEPAINT/consolidated/
2943,Vedanta,/company/VEDL/consolidated/
1274676,SBC Exports,/company/SBC/
1200,Grauer & Weil,/company/GRAUWEIL/consolidated/
151,Alufluoride,/company/524634/
1731,Kavveri Telecom,/company/KAVVERITEL/consolidated/
1733,Kaycee Inds.,/company/504084/
3427,Tinna Rubber,/company/530475/consolidated/
1274259,Galaxy Surfact.,/company/GALAXYSURF/consolidated/
88,Agarwal Indl.,/company/AGARIND/consolidated/
1003682,Gulf Oil Lubric.,/company/GULFOILLUB/
1275299,Annapurna Swadi.,/company/ANNAPURNA/
